mouse_ensembl_id,mouse_entrez_id,mouse_symbol,human_symbol,human_entrez_id
ENSMUSG00000047822,624219,Angptl8,C19orf80,55908
ENSMUSG00000047824,68911,Pygo2,PYGO2,90780
ENSMUSG00000047828,100504733,A730018C14Rik,NA,NA
ENSMUSG00000047832,71963,Cdca4,CDCA4,55038
ENSMUSG00000047841,332713,Fndc11,C20orf195,79025
ENSMUSG00000047842,68203,Diras2,DIRAS2,54769
ENSMUSG00000047843,55950,Bri3,BRI3,25798
ENSMUSG00000047844,406217,Bex4,BEX4,56271
ENSMUSG00000047854,68159,Stx19,STX19,415117
ENSMUSG00000047861,14233,Foxi1,FOXI1,2299
ENSMUSG00000047866,66887,Lonp2,LONP2,83752
ENSMUSG00000047867,231931,Gimap6,GIMAP6,474344
ENSMUSG00000047868,258862,Or6c201,NA,NA
ENSMUSG00000047875,269604,Gpr157,GPR157,80045
ENSMUSG00000047878,239559,A4galt,A4GALT,53947
ENSMUSG00000047879,59025,Usp14,USP14,9097
ENSMUSG00000047880,12145,Cxcr5,CXCR5,643
ENSMUSG00000047881,100532,Rell1,RELL1,768211
ENSMUSG00000047884,101533,Klk9,KLK9,284366
ENSMUSG00000047888,213988,Tnrc6b,TNRC6B,23112
ENSMUSG00000047889,238568,Serpinb6d,NA,NA
ENSMUSG00000047894,11731,Ang2,NA,NA
ENSMUSG00000047897,382089,Ripply2,RIPPLY2,134701
ENSMUSG00000047898,12773,Ccr4,CCR4,1233
ENSMUSG00000047904,20606,Sstr2,SSTR2,6752
ENSMUSG00000047905,NA,NA,NA,NA
ENSMUSG00000047907,228911,Tshz2,TSHZ2,128553
ENSMUSG00000047909,320816,Ankrd16,ANKRD16,54522
ENSMUSG00000047910,93887,Pcdhb16,PCDHB8,56128
ENSMUSG00000047911,328440,Npm2,NPM2,10361
ENSMUSG00000047921,76510,Trappc9,TRAPPC9,83696
ENSMUSG00000047935,NA,NA,NA,NA
ENSMUSG00000047938,67638,4930483J18Rik,NA,NA
ENSMUSG00000047940,381476,Stpg2,STPG2,285555
ENSMUSG00000047945,17357,Marcksl1,MARCKSL1,65108
ENSMUSG00000047953,14729,Gp5,GP5,2814
ENSMUSG00000047959,16491,Kcna3,KCNA3,3738
ENSMUSG00000047960,258318,Or5h18,NA,NA
ENSMUSG00000047963,52331,Stbd1,STBD1,8987
ENSMUSG00000047965,NA,NA,NA,NA
ENSMUSG00000047969,258363,Or5t5,OR5T3,390154
ENSMUSG00000047976,16485,Kcna1,KCNA1,3736
ENSMUSG00000047986,74337,Palm3,PALM3,342979
ENSMUSG00000047988,NA,NA,NA,NA
ENSMUSG00000047989,225280,Ino80c,INO80C,125476
ENSMUSG00000047990,244911,C2cd4a,C2CD4A,145741
ENSMUSG00000047992,240479,Dipk1c,FAM69C,125704
ENSMUSG00000047996,546336,Prrg1,PRRG1,5638
ENSMUSG00000048000,227331,Gigyf2,GIGYF2,26058
ENSMUSG00000048001,15208,Hes5,HES5,388585
ENSMUSG00000048003,329954,Catsper4,CATSPER4,378807
ENSMUSG00000048004,217951,Tmem196,TMEM196,256130
ENSMUSG00000048007,30058,Timm8a1,TIMM8A,1678
ENSMUSG00000048012,243963,Zfp473,ZNF473,25888
ENSMUSG00000048013,53617,Krt35,KRT35,3886
ENSMUSG00000048015,11923,Neurod4,NEUROD4,58158
ENSMUSG00000048022,319832,Tmem229a,TMEM229A,730130
ENSMUSG00000048027,68799,Rgmb,RGMB,285704
ENSMUSG00000048029,226265,Eno4,ENO4,387712
ENSMUSG00000048031,329693,Fcrl5,FCRL5,83416
ENSMUSG00000048038,329366,Ccdc187,MGC50722,399693
ENSMUSG00000048039,229504,Isg20l2,ISG20L2,81875
ENSMUSG00000048040,76976,Arxes2,NA,NA
ENSMUSG00000048047,56805,Zbtb33,ZBTB33,10009
ENSMUSG00000048058,241576,Ldlrad3,LDLRAD3,143458
ENSMUSG00000048065,320635,Cyb5r2,CYB5R2,51700
ENSMUSG00000048067,269862,Or10am5,NA,NA
ENSMUSG00000048070,193003,Pirt,PIRT,644139
ENSMUSG00000048076,11840,Arf1,ARF1,375
ENSMUSG00000048077,70069,H1f7,NA,NA
ENSMUSG00000048078,23966,Tenm4,TENM4,26011
ENSMUSG00000048080,258360,Or4k6,NA,NA
ENSMUSG00000048087,11615,Ahcyl,NA,NA
ENSMUSG00000048096,93689,Lmod1,LMOD1,25802
ENSMUSG00000048100,99730,Taf13,TAF13,6884
ENSMUSG00000048101,18316,Or7a40,OR7A17,26333
ENSMUSG00000048108,319776,Tmem72,TMEM72,643236
ENSMUSG00000048109,229700,Rbm15,RBM15,64783
ENSMUSG00000048118,238247,Arid4a,ARID4A,5926
ENSMUSG00000048120,12495,Entpd1,ENTPD1,953
ENSMUSG00000048126,12835,Col6a3,COL6A3,1293
ENSMUSG00000048138,226049,Dmrt2,DMRT2,10655
ENSMUSG00000048142,269642,Nat8l,NAT8L,339983
ENSMUSG00000048148,319555,Nwd1,NWD1,284434
ENSMUSG00000048153,18348,Or6e1,NA,NA
ENSMUSG00000048154,381022,Kmt2d,KMT2D,8085
ENSMUSG00000048163,20345,Selplg,SELPLG,6404
ENSMUSG00000048164,NA,NA,NA,NA
ENSMUSG00000048170,210711,Mcmbp,MCMBP,79892
ENSMUSG00000048173,258289,Or1aa2,NA,NA
ENSMUSG00000048174,74626,Tmem81,TMEM81,388730
ENSMUSG00000048175,78541,Asb8,ASB8,140461
ENSMUSG00000048185,NA,NA,NA,NA
ENSMUSG00000048186,209645,Bend7,BEND7,222389
ENSMUSG00000048188,NA,NA,NA,NA
ENSMUSG00000048197,258633,Or5w20,NA,NA
ENSMUSG00000048200,213573,Cracr2b,EFCAB4A,283229
ENSMUSG00000048206,56691,Dnajb8,DNAJB8,165721
ENSMUSG00000048215,231603,A630023P12Rik,NA,NA
ENSMUSG00000048216,64450,Gpr85,GPR85,54329
ENSMUSG00000048217,217214,Nags,NAGS,162417
ENSMUSG00000048218,105827,Amigo2,AMIGO2,347902
ENSMUSG00000048222,100034361,Mfap1b,MFAP1,4236
ENSMUSG00000048226,258241,Or4c107,NA,NA
ENSMUSG00000048230,78803,Fbxo43,FBXO43,286151
ENSMUSG00000048231,224753,H2-M10.4,NA,NA
ENSMUSG00000048232,269529,Fbxo10,FBXO10,26267
ENSMUSG00000048234,67702,Rnf149,RNF149,284996
ENSMUSG00000048236,244199,Ovch2,OVCH2,341277
ENSMUSG00000048240,14708,Gng7,GNG7,2788
ENSMUSG00000048249,77128,Crebrf,CREBRF,153222
ENSMUSG00000048251,58208,Bcl11b,BCL11B,64919
ENSMUSG00000048264,208440,Dip2c,DIP2C,22982
ENSMUSG00000048271,381626,Rbm33,NA,NA
ENSMUSG00000048277,20973,Syngr2,SYNGR2,9144
ENSMUSG00000048279,50720,Sacs,NA,NA
ENSMUSG00000048280,408068,Zfp738,ZNF729,100287226
ENSMUSG00000048281,239133,Dleu7,DLEU7,220107
ENSMUSG00000048284,387353,Tas2r126,TAS2R41,259287
ENSMUSG00000048285,319710,Frmd6,FRMD6,122786
ENSMUSG00000048292,258938,Or10v5,NA,NA
ENSMUSG00000048299,258498,Or10n1,NA,NA
ENSMUSG00000048304,386750,Slitrk3,SLITRK3,22865
ENSMUSG00000048307,68839,Ankrd46,ANKRD46,157567
ENSMUSG00000048310,244631,Pskh1,PSKH1,5681
ENSMUSG00000048312,233164,Gm4884,NA,NA
ENSMUSG00000048327,70466,Ckap2l,CKAP2L,150468
ENSMUSG00000048329,215723,Mfsd6l,MFSD6L,162387
ENSMUSG00000048330,320360,Ric3,RIC3,79608
ENSMUSG00000048332,108927,Lhfpl6,LHFP,10186
ENSMUSG00000048334,NA,NA,NA,NA
ENSMUSG00000048337,19065,Npy4r,NA,NA
ENSMUSG00000048347,93889,Pcdhb18,NA,NA
ENSMUSG00000048349,18996,Pou4f1,POU4F1,5457
ENSMUSG00000048351,69893,Coa7,COA7,65260
ENSMUSG00000048355,76219,Arxes1,NA,NA
ENSMUSG00000048356,258991,Or1s2,OR1S1,219959
ENSMUSG00000048368,27047,Omd,OMD,4958
ENSMUSG00000048371,382051,Pdp2,PDP2,57546
ENSMUSG00000048373,14181,Fgfbp1,FGFBP1,9982
ENSMUSG00000048376,14062,F2r,F2R,2149
ENSMUSG00000048377,270004,Foxi2,FOXI2,399823
ENSMUSG00000048378,258273,Or2o1,NA,NA
ENSMUSG00000048379,67296,Socs4,SOCS4,122809
ENSMUSG00000048385,170729,Scrt1,SCRT1,83482
ENSMUSG00000048387,23967,Osr1,OSR1,130497
ENSMUSG00000048388,241520,Fam171b,FAM171B,165215
ENSMUSG00000048391,258560,Or7g25,NA,NA
ENSMUSG00000048398,272350,Lgalsl2,NA,NA
ENSMUSG00000048399,71338,Tprg1,TPRG1,285386
ENSMUSG00000048400,70993,Prss54,PRSS54,221191
ENSMUSG00000048402,14633,Gli2,GLI2,2736
ENSMUSG00000048410,240476,Zfp407,ZNF407,55628
ENSMUSG00000048411,210962,Spata31e5,NA,NA
ENSMUSG00000048416,17349,Mlf1,MLF1,4291
ENSMUSG00000048424,223332,Ranbp3l,RANBP3L,202151
ENSMUSG00000048425,259072,Or52x1,NA,NA
ENSMUSG00000048429,69773,Timm29,C19orf52,90580
ENSMUSG00000048439,231042,Nup42,NUPL2,11097
ENSMUSG00000048440,70101,Cyp4f16,NA,NA
ENSMUSG00000048442,66528,Smim5,SMIM5,643008
ENSMUSG00000048445,71276,Ccdc57,CCDC57,284001
ENSMUSG00000048450,17701,Msx1,MSX1,4487
ENSMUSG00000048455,20754,Sprr1b,NA,NA
ENSMUSG00000048456,258696,Or5b12,NA,NA
ENSMUSG00000048458,109050,Inka2,FAM212B,55924
ENSMUSG00000048473,330440,Sult6b2,NA,NA
ENSMUSG00000048478,320869,Spata33,SPATA33,124045
ENSMUSG00000048480,227288,Cxcr1,CXCR1,3577
ENSMUSG00000048481,232934,Mypop,MYPOP,339344
ENSMUSG00000048482,12064,Bdnf,BDNF,627
ENSMUSG00000048483,238331,Zdhhc22,ZDHHC22,283576
ENSMUSG00000048484,NA,NA,NA,NA
ENSMUSG00000048485,215627,Zbtb8b,ZBTB8B,728116
ENSMUSG00000048486,228859,Fitm2,FITM2,128486
ENSMUSG00000048489,213393,Depp1,C10orf10,11067
ENSMUSG00000048490,268903,Nrip1,NRIP1,8204
ENSMUSG00000048495,68736,Tyw5,TYW5,129450
ENSMUSG00000048497,216829,Mmgt2,NA,NA
ENSMUSG00000048498,217306,Cd300e,CD300E,342510
ENSMUSG00000048502,278672,Duxbl1,NA,NA
ENSMUSG00000048503,235300,Tlcd5,TMEM136,219902
ENSMUSG00000048516,13525,Adam26a,NA,NA
ENSMUSG00000048520,320118,Fbxl13,FBXL13,222235
ENSMUSG00000048521,80901,Cxcr6,CXCR6,10663
ENSMUSG00000048528,20231,Nkx1-2,NKX1-2,390010
ENSMUSG00000048534,270152,Jaml,AMICA1,120425
ENSMUSG00000048537,102693,Phldb1,PHLDB1,23187
ENSMUSG00000048538,NA,NA,NA,NA
ENSMUSG00000048540,18072,Nhlh2,NHLH2,4808
ENSMUSG00000048546,57259,Tob2,TOB2,10766
ENSMUSG00000048550,208967,Thnsl1,THNSL1,79896
ENSMUSG00000048562,320145,Sp8,SP8,221833
ENSMUSG00000048572,226040,Tmem252,TMEM252,169693
ENSMUSG00000048574,434175,Ccnb1-ps,CCNB1,891
ENSMUSG00000048578,109154,Mlec,MLEC,9761
ENSMUSG00000048581,329659,E130311K13Rik,C3orf33,285315
ENSMUSG00000048582,14611,Gja3,GJA3,2700
ENSMUSG00000048583,16002,Igf2,IGF2,3481
ENSMUSG00000048600,NA,NA,NA,NA
ENSMUSG00000048602,240069,Morc2b,NA,NA
ENSMUSG00000048603,105246056,Gm9828,NA,NA
ENSMUSG00000048612,226101,Myof,MYOF,26509
ENSMUSG00000048616,18121,Nog,NOG,9241
ENSMUSG00000048617,234542,Rtbdn,RTBDN,83546
ENSMUSG00000048620,258917,Or6z3,NA,NA
ENSMUSG00000048621,622976,Gm6377,NA,NA
ENSMUSG00000048626,75753,Klf17,KLF17,128209
ENSMUSG00000048628,NA,NA,NA,NA
ENSMUSG00000048636,74516,A730049H05Rik,NA,NA
ENSMUSG00000048644,330695,Ctxn1,CTXN1,404217
ENSMUSG00000048647,241624,Exd1,EXD1,161829
ENSMUSG00000048652,75015,Samd13,NA,NA
ENSMUSG00000048655,320604,Ccdc169,CCDC169,728591
ENSMUSG00000048661,380664,Lemd3,LEMD3,23592
ENSMUSG00000048668,72440,Rhno1,NA,NA
ENSMUSG00000048677,233979,Tpcn2,TPCN2,219931
ENSMUSG00000048686,69317,Hmgb4,HMGB4,127540
ENSMUSG00000048696,237400,Mex3d,MEX3D,399664
ENSMUSG00000048697,171190,Vmn1r26,NA,NA
ENSMUSG00000048699,239673,Krt90,NA,NA
ENSMUSG00000048701,76551,Ccdc6,CCDC6,8030
ENSMUSG00000048703,73526,Speer4b,NA,NA
ENSMUSG00000048706,52829,Lurap1l,LURAP1L,286343
ENSMUSG00000048707,97031,Tprn,TPRN,286262
ENSMUSG00000048709,NA,NA,NA,NA
ENSMUSG00000048720,209478,Tbc1d12,TBC1D12,23232
ENSMUSG00000048721,320116,Fndc9,FNDC9,408263
ENSMUSG00000048728,237758,Zfp454,ZNF454,285676
ENSMUSG00000048731,70772,Ggnbp1,NA,NA
ENSMUSG00000048732,217194,Klhl11,KLHL11,55175
ENSMUSG00000048745,258670,Or6c33,NA,NA
ENSMUSG00000048747,NA,NA,NA,NA
ENSMUSG00000048752,235631,Prss50,PRSS50,29122
ENSMUSG00000048755,223722,Mcat,MCAT,27349
ENSMUSG00000048756,56484,Foxo3,FOXO3,2309
ENSMUSG00000048763,15410,Hoxb3,HOXB3,3213
ENSMUSG00000048764,243083,Tmprss11f,TMPRSS11F,389208
ENSMUSG00000048766,230613,Skint10,NA,NA
ENSMUSG00000048772,68777,Tmem53,TMEM53,79639
ENSMUSG00000048775,241196,Serpinb13,SERPINB13,5275
ENSMUSG00000048776,19227,Pthlh,PTHLH,5744
ENSMUSG00000048779,233571,P2ry6,P2RY6,5031
ENSMUSG00000048782,233752,Insc,INSC,387755
ENSMUSG00000048787,233805,Dcun1d3,DCUN1D3,123879
ENSMUSG00000048794,243538,Cfap100,CCDC37,348807
ENSMUSG00000048796,72023,Cyb561d1,CYB561D1,284613
ENSMUSG00000048799,225523,Cep120,CEP120,153241
ENSMUSG00000048806,15977,Ifnb1,IFNB1,3456
ENSMUSG00000048807,103710,Slc35e4,SLC35E4,339665
ENSMUSG00000048814,381338,Lonrf2,LONRF2,164832
ENSMUSG00000048824,NA,NA,NA,NA
ENSMUSG00000048826,240025,Dact2,DACT2,168002
ENSMUSG00000048827,244646,Pkd1l3,PKD1L3,342372
ENSMUSG00000048832,107305,Vps37c,VPS37C,55048
ENSMUSG00000048833,328133,Slc39a9,SLC39A9,55334
ENSMUSG00000048834,211739,Vstm2a,VSTM2A,222008
ENSMUSG00000048852,620913,Gm12185,NA,NA
ENSMUSG00000048856,104910,Slc25a47,SLC25A47,283600
ENSMUSG00000048865,226652,Arhgap30,ARHGAP30,257106
ENSMUSG00000048874,213109,Phf3,PHF3,23469
ENSMUSG00000048875,67365,Pudp,HDHD1,8226
ENSMUSG00000048878,192231,Hexim1,HEXIM1,10614
ENSMUSG00000048895,12569,Cdk5r1,CDK5R1,8851
ENSMUSG00000048897,209225,Zfp710,ZNF710,374655
ENSMUSG00000048899,194237,Rimkla,RIMKLA,284716
ENSMUSG00000048904,18014,Neurog1,NEUROG1,4762
ENSMUSG00000048905,207819,Bnip5,C6orf222,389384
ENSMUSG00000048911,51902,Rnf24,RNF24,11237
ENSMUSG00000048915,13640,Efna5,EFNA5,1946
ENSMUSG00000048916,NA,NA,NA,NA
ENSMUSG00000048920,243853,Fkrp,FKRP,79147
ENSMUSG00000048921,71131,Zfp689,ZNF689,115509
ENSMUSG00000048922,108912,Cdca2,CDCA2,157313
ENSMUSG00000048924,76041,Ccdc125,CCDC125,202243
ENSMUSG00000048930,101206,Tada3,TADA3,10474
ENSMUSG00000048933,258487,Or4n5,OR4N5,390437
ENSMUSG00000048938,381463,Nr1h5,NA,NA
ENSMUSG00000048939,268878,Atp13a5,ATP13A5,344905
ENSMUSG00000048949,621205,Gm6206,NA,NA
ENSMUSG00000048960,109294,Prex2,PREX2,80243
ENSMUSG00000048965,244238,Mrgpre,MRGPRE,116534
ENSMUSG00000048967,234365,Yjefn3,NA,NA
ENSMUSG00000048970,59048,C1galt1c1,C1GALT1C1,29071
ENSMUSG00000048978,22360,Nrsn1,NRSN1,140767
ENSMUSG00000048981,16660,Krt31,KRT31,3881
ENSMUSG00000048982,217674,Gphb5,GPHB5,122876
ENSMUSG00000048988,243312,Elfn1,ELFN1,392617
ENSMUSG00000048992,69814,Prss32,NA,NA
ENSMUSG00000048994,385317,H2al3,NA,NA
ENSMUSG00000048996,258280,Or1f12,NA,NA
ENSMUSG00000048997,72522,Atxn7l2,ATXN7L2,127002
ENSMUSG00000049001,68169,Ndnf,NDNF,79625
ENSMUSG00000049008,434285,BB014433,NA,NA
ENSMUSG00000049010,258853,Or10s1,OR10S1,219873
ENSMUSG00000049011,258275,Or4k5,OR4K5,79317
ENSMUSG00000049013,368202,Prss48,NA,NA
ENSMUSG00000049015,258686,Or5b113,OR5B17,219965
ENSMUSG00000049018,258371,Or5c1,OR5C1,392391
ENSMUSG00000049028,258554,Or7e177,OR7E24,26648
ENSMUSG00000049036,69195,Tmem121,TMEM121,80757
ENSMUSG00000049037,269799,Clec4a1,ZNF705A,440077
ENSMUSG00000049038,74238,Mterf2,MTERFD3,80298
ENSMUSG00000049041,258705,Or1r1,NA,NA
ENSMUSG00000049044,56508,Rapgef4,RAPGEF4,11069
ENSMUSG00000049047,71703,Armcx3,ARMCX3,51566
ENSMUSG00000049052,258791,Or6c216,NA,NA
ENSMUSG00000049057,258984,Or4c10b,OR4C13,283092
ENSMUSG00000049073,258854,Or8d4,OR8D4,338662
ENSMUSG00000049076,78618,Acap2,ACAP2,23527
ENSMUSG00000049086,107771,Bmyc,NA,NA
ENSMUSG00000049090,225791,Ptgr3,ZADH2,284273
ENSMUSG00000049091,20768,Sephs2,SEPHS2,22928
ENSMUSG00000049092,70713,Gpr137c,GPR137C,283554
ENSMUSG00000049093,209590,Il23r,IL23R,149233
ENSMUSG00000049097,545554,Ankrd34a,ANKRD34A,284615
ENSMUSG00000049098,258869,Or8b3,OR8B3,390271
ENSMUSG00000049100,18526,Pcdh10,PCDH10,57575
ENSMUSG00000049103,12772,Ccr2,CCR2,729230
ENSMUSG00000049106,320808,Dcaf5,DCAF5,8816
ENSMUSG00000049107,18205,Ntf3,NTF3,4908
ENSMUSG00000049109,210757,Themis,THEMIS,387357
ENSMUSG00000049112,18430,Oxtr,OXTR,5021
ENSMUSG00000049115,11607,Agtr1a,AGTR1,185
ENSMUSG00000049119,242297,Fam110b,FAM110B,90362
ENSMUSG00000049122,242506,Frmd3,FRMD3,257019
ENSMUSG00000049123,76718,Catsperg2,CATSPERG,57828
ENSMUSG00000049124,NA,NA,NA,NA
ENSMUSG00000049128,16447,Ivl,NA,NA
ENSMUSG00000049130,12273,C5ar1,C5AR1,728
ENSMUSG00000049133,229574,Flg2,NA,NA
ENSMUSG00000049134,18175,Nrap,NRAP,4892
ENSMUSG00000049148,239318,Plcxd3,PLCXD3,345557
ENSMUSG00000049149,258980,Or4c10,OR4C46,119749
ENSMUSG00000049152,223337,Ugt3a2,UGT3A1,133688
ENSMUSG00000049154,75429,Cfap144,NA,NA
ENSMUSG00000049160,100502590,Tex50,LOC730159,730159
ENSMUSG00000049164,72672,Zfp518a,ZNF518A,9849
ENSMUSG00000049173,170947,Myoz3,MYOZ3,91977
ENSMUSG00000049176,333605,Frmpd4,FRMPD4,9758
ENSMUSG00000049184,75029,Purg,PURG,29942
ENSMUSG00000049191,331474,Rtl5,RGAG4,340526
ENSMUSG00000049214,328505,Skint7,NA,NA
ENSMUSG00000049217,258544,Or6c3,NA,NA
ENSMUSG00000049225,381511,Pdp1,PDP1,54704
ENSMUSG00000049229,100503048,Or7g26,NA,NA
ENSMUSG00000049230,100041480,Myef2l,NA,NA
ENSMUSG00000049231,NA,NA,NA,NA
ENSMUSG00000049232,68140,Tigd2,TIGD2,166815
ENSMUSG00000049233,621156,Apoo-ps,NA,NA
ENSMUSG00000049235,NA,NA,NA,NA
ENSMUSG00000049241,243270,Hcar1,HCAR1,27198
ENSMUSG00000049246,NA,NA,NA,NA
ENSMUSG00000049252,94217,Lrp1b,LRP1B,53353
ENSMUSG00000049265,16527,Kcnk3,KCNK3,3777
ENSMUSG00000049280,258369,Or10ab5,NA,NA
ENSMUSG00000049281,235281,Scn3b,SCN3B,55800
ENSMUSG00000049285,330216,Mblac1,MBLAC1,255374
ENSMUSG00000049287,216792,Iba57,IBA57,200205
ENSMUSG00000049288,280411,Lix1l,LIX1L,128077
ENSMUSG00000049291,216797,Prss38,PRSS38,339501
ENSMUSG00000049295,69890,Zfp219,ZNF219,51222
ENSMUSG00000049299,245828,Trappc1,TRAPPC1,58485
ENSMUSG00000049300,99890,Prmt6,PRMT6,55170
ENSMUSG00000049303,171180,Syt12,SYT12,91683
ENSMUSG00000049305,72454,Ccdc71,NA,NA
ENSMUSG00000049307,14345,Fut4,FUT4,2526
ENSMUSG00000049313,20660,Sorl1,SORL1,6653
ENSMUSG00000049314,211305,Fbxw13,NA,NA
ENSMUSG00000049315,258946,Or1j19,OR1J2,26740
ENSMUSG00000049321,22678,Zfp2,ZFP2,80108
ENSMUSG00000049323,237782,Smcr8,SMCR8,140775
ENSMUSG00000049327,67956,Kmt5a,SETD8,387893
ENSMUSG00000049334,258798,Or8b43,NA,NA
ENSMUSG00000049336,23964,Tenm2,TENM2,57451
ENSMUSG00000049339,227298,Retreg2,FAM134A,79137
ENSMUSG00000049349,329763,Gm5105,NA,NA
ENSMUSG00000049350,69036,Zg16,ZG16,653808
ENSMUSG00000049353,74023,Rd3,RD3,343035
ENSMUSG00000049354,71833,Dcaf7,DCAF7,10238
ENSMUSG00000049357,271508,Brd8dc,NA,NA
ENSMUSG00000049362,259002,Or5k1,OR5K1,26339
ENSMUSG00000049372,258522,Or4c31,NA,NA
ENSMUSG00000049382,16691,Krt8,KRT8,3856
ENSMUSG00000049387,78174,Cox7b2,NA,NA
ENSMUSG00000049396,276919,Gemin4,GEMIN4,50628
ENSMUSG00000049401,72075,Ogfr,OGFR,11054
ENSMUSG00000049404,109222,Rarres1,RARRES1,5918
ENSMUSG00000049409,58182,Prokr1,PROKR1,10887
ENSMUSG00000049410,NA,NA,NA,NA
ENSMUSG00000049411,338363,Tmem241,TMEM241,85019
ENSMUSG00000049414,NA,NA,NA,NA
ENSMUSG00000049420,77220,Tmem200a,TMEM200A,114801
ENSMUSG00000049421,26466,Zfp260,ZNF260,339324
ENSMUSG00000049422,103172,Chchd10,CHCHD10,400916
ENSMUSG00000049427,NA,NA,NA,NA
ENSMUSG00000049436,22268,Upk1b,UPK1B,7348
ENSMUSG00000049439,77951,Cyp20a1,CYP20A1,57404
ENSMUSG00000049456,258881,Or10j3b,NA,NA
ENSMUSG00000049460,666976,Gm8396,NA,NA
ENSMUSG00000049470,93736,Aff4,AFF4,27125
ENSMUSG00000049476,NA,NA,NA,NA
ENSMUSG00000049477,NA,NA,NA,NA
ENSMUSG00000049482,66965,Ctu2,CTU2,348180
ENSMUSG00000049488,329795,Tmem67,TMEM67,91147
ENSMUSG00000049489,69109,Ccnq,FAM58A,92002
ENSMUSG00000049491,215332,Slc36a3,SLC36A3,285641
ENSMUSG00000049493,102502,Pls1,PLS1,5357
ENSMUSG00000049498,258300,Or5b24,NA,NA
ENSMUSG00000049502,209200,Dtx3l,DTX3L,151636
ENSMUSG00000049504,212127,Proser1,PROSER1,80209
ENSMUSG00000049506,237958,Sppl2c,SPPL2C,162540
ENSMUSG00000049511,15551,Htr1b,HTR1B,3351
ENSMUSG00000049515,227357,Espnl,ESPNL,339768
ENSMUSG00000049516,101685,Spty2d1,SPTY2D1,144108
ENSMUSG00000049521,104445,Cdc42ep1,CDC42EP1,11135
ENSMUSG00000049526,73893,Tmem202,TMEM202,338949
ENSMUSG00000049528,258717,Or6n1,OR6N1,128372
ENSMUSG00000049530,624224,Clrn2,CLRN2,645104
ENSMUSG00000049532,50524,Sall2,SALL2,6297
ENSMUSG00000049536,237052,Tceal1,TCEAL1,9338
ENSMUSG00000049537,243078,Tecrl,TECRL,253017
ENSMUSG00000049538,271127,Adamts16,ADAMTS16,170690
ENSMUSG00000049539,80838,H1f1,NA,NA
ENSMUSG00000049548,114566,Krt82,KRT82,3888
ENSMUSG00000049550,56430,Clip1,CLIP1,6249
ENSMUSG00000049551,14371,Fzd9,FZD9,8326
ENSMUSG00000049553,20019,Polr1a,POLR1A,25885
ENSMUSG00000049555,20776,Tmie,TMIE,259236
ENSMUSG00000049556,235402,Lingo1,LINGO1,84894
ENSMUSG00000049560,319579,Defb20,NA,NA
ENSMUSG00000049561,258506,Or10c1,OR10C1,442194
ENSMUSG00000049562,381201,Ap5b1,AP5B1,91056
ENSMUSG00000049565,329738,Aknad1,AKNAD1,254268
ENSMUSG00000049571,212124,Cfap46,NA,NA
ENSMUSG00000049573,258281,Or6c68,NA,NA
ENSMUSG00000049577,22761,Zfpm1,ZFPM1,161882
ENSMUSG00000049580,244152,Tsku,TSKU,25987
ENSMUSG00000049583,108071,Grm5,GRM5,2915
ENSMUSG00000049588,52570,Ccdc69,NA,NA
ENSMUSG00000049593,67718,Lce1h,NA,NA
ENSMUSG00000049598,240916,Vsig8,VSIG8,391123
ENSMUSG00000049600,232879,Zbtb45,ZBTB45,84878
ENSMUSG00000049604,15408,Hoxb13,HOXB13,10481
ENSMUSG00000049605,258645,Or10j2,OR10J1,26476
ENSMUSG00000049606,52397,Zfp644,ZNF644,84146
ENSMUSG00000049608,227326,Gpr55,GPR55,9290
ENSMUSG00000049612,18377,Omg,OMG,4974
ENSMUSG00000049618,258830,Or12d13,NA,NA
ENSMUSG00000049620,353130,Prss33,PRSS33,260429
ENSMUSG00000049624,235504,Slc17a5,SLC17A5,26503
ENSMUSG00000049625,212937,Tifab,TIFAB,497189
ENSMUSG00000049630,227580,C1ql3,C1QL3,389941
ENSMUSG00000049641,215031,Vgll2,VGLL2,245806
ENSMUSG00000049643,66367,2310022A10Rik,C19orf47,126526
ENSMUSG00000049648,258821,Or13c3,OR13C3,138803
ENSMUSG00000049649,14748,Gpr3,GPR3,2827
ENSMUSG00000049653,74281,Spatc1,SPATC1,375686
ENSMUSG00000049657,230119,Zbtb5,ZBTB5,9925
ENSMUSG00000049658,544971,Bdp1,BDP1,55814
ENSMUSG00000049659,216549,Aftph,AFTPH,54812
ENSMUSG00000049670,226123,Morn4,MORN4,118812
ENSMUSG00000049672,22666,Zbtb14,ZBTB14,7541
ENSMUSG00000049674,259035,Or10a2,OR10A2,341276
ENSMUSG00000049676,320225,Catsperg1,CATSPERG,57828
ENSMUSG00000049680,72046,Urgcp,URGCP,55665
ENSMUSG00000049685,13108,Cyp2g1,NA,NA
ENSMUSG00000049686,109305,Orai1,ORAI1,84876
ENSMUSG00000049687,338368,Pheta2,FAM109B,150368
ENSMUSG00000049690,210356,Nckap5,NCKAP5,344148
ENSMUSG00000049691,12020,Nkx3-2,NKX3-2,579
ENSMUSG00000049692,66766,Tmem239,TMEM239,100288797
ENSMUSG00000049694,243535,BC048671,NA,NA
ENSMUSG00000049699,171530,Ucn2,UCN2,90226
ENSMUSG00000049708,258826,Or8g19,NA,NA
ENSMUSG00000049709,244202,Nlrp10,NLRP10,338322
ENSMUSG00000049717,319583,Lig4,LIG4,3981
